distance,stellar_magnitude,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,planet_type
2664,15.769,2.73,0,1.46,0,0.11,0.039698835,0,2
2223,13.528,1.37,0,1.1,0,0.093,0.028473647,0,2
2875,13.258,2.21,0,1.29,0,0.091,0.025188226,0,2
2875,13.258,2.33,0,1.33,0,0.124,0.039972622,0,2
3454,14.948,3.19,0,1.6,0,0.083,0.021902807,0,2
3454,14.948,3.39,0,1.66,0,0.11,0.033127997,0,2
3454,14.948,2.86,0,1.501,0,0.0646,0.015331964,0,2
1375,16.5919,1.08,0,1.03,0,0.061,0.01943874,0,2
1375,16.5919,2.3,0,1.32,0,0.177,0.09582478,0,2
579,13.499,1.01,0,1.01,0,0.087,0.031211497,0,2
2416,14.686,2.63,0,1.43,0,0.155,0.07310062,0,2
2416,14.686,4.23,0,1.89,0,0.261,0.15879534,0,2
2760,13.762,3.36,0,1.65,0,0.087,0.024640657,0,2
2760,13.762,2.83,0,1.49,0,0.134,0.047364816,0,2
3150,13.366,3.57,0,1.71,0,0.122,0.03942505,0,2
2040,13.27,1.98,0,1.22,0,0.051,0.010951404,0,2
2040,13.27,3.05,0,1.56,0,0.068,0.01670089,0,2
2040,13.27,2.48,0,1.38,0,0.087,0.02436687,0,2
2040,13.27,2.73,0,1.46,0,0.102,0.030663928,0,2
2741,12.818,2.1,0,1.25,0,0.076,0.019164955,0,2
2741,12.818,3.71,0,1.75,0,0.297,0.1486653,0,2
2741,12.818,2.6,0,1.42,0,0.1211,0.037234772,0,2
2650,15.479,2.15,0,1.27,0,0.102,0.03230664,0,2
2650,15.479,3.61,0,1.72,0,0.118,0.04052019,0,2
3474,16.181,4.98,0,2.08,0,0.095,0.02902122,0,2
1187,12.603,6.35,0,1.43,0,0.0359,0.006570842,0,2
1187,12.603,2.71,0,0.85,0,0.0552,0.012594113,0,2
1104,12.603,3.2,0,1.07,0,0.0149,0.001916496,0,2
222,9.636,22,0,1.19,0,0.3183,0.1889117,0,2
501,12.448,25.6,0,0.214,1,0.0375,0.008213553,0.15,2
1349,13.378,3.5,0,1.71,0,0.0527,0.012867898,0,2
1730,16.142,0.377,1,1.21,0,0.0426,0.011498973,0,2
1730,16.142,4.7,0,0.201,1,0.0695,0.023819301,0,2
2253,14.166,0.183,1,0.221,1,0.0658,0.017248461,0,2
3177,15.864,11,0,0.206,1,0.1006,0.033675566,0,2
2993,13.908,3.71,0,1.75,0,0.4757,0.30390143,0,2
1587,12.139,1.41,0,1.11,0,0.1045,0.032580424,0,2
639,15.104,1.46,0,1.12,0,0.166,0.09637235,0.03,2
982,15.637,4.12,0,1.86,0,0.242,0.2767967,0.34,2
874,15.567,3.33,0,1.64,0,0.64,0.5672827,0.1,2
1194,15.322,2.36,0,1.34,0,0.409,0.30746067,0.04,2
415,18.19,3.12,0,1.58,0,0.0217,0.008213553,0,2
415,18.19,2.1,0,1.25,0,0.0439,0.022450376,0,2
314,17.5041,2.86,0,1.5,0,0.0182,0.004380561,0,2
314,17.5041,1.41,0,1.11,0,0.0283,0.008213553,0,2
314,17.5041,2.39,0,1.35,0,0.0403,0.013963039,0,2
789,11.448,4.88,0,2.056,0,0.1027,0.034496922,0.03,2
1487,11.991,12.5,0,0.234,1,0.1324,0.042162903,0.02,2
1487,11.991,17.6,0,0.837,0,0.082,0.02053388,0.14,2
1800,13.54,3.29,0,1.63,0,1.046,1.053525,0,2
1729,12.799,2.1,0,1.25,0,0.0465,0.010130048,0,2
2535,15.312,3.33,0,1.64,0,0.067,0.018617386,0,2
1197,13.835,4.94,0,2.07,0,0.0911,0.030390145,0,2
1001,13.174,3.94,0,1.88,0,0.0528,0.013141684,0,2
1001,13.174,14.61,0,0.242,1,0.0845,0.026557151,0,2
1001,13.174,7.93,0,2.04,0,0.2279,0.117453806,0,2
2149,14.942,1.98,0,1.219,0,0.0614,0.01615332,0,2
1015,15.655,8,0,0.243,1,0.05929,0.019712524,0,2
1015,15.655,3.19,0,1.6,0,0.031,0.007118412,0,2
1015,15.655,3.05,0,1.56,0,0.116,0.050924025,0,2
3671,14.886,3.47,0,1.681,0,0.0467,0.009856262,0,2
323,15.143,3.15,0,1.59,0,0.0646,0.026009582,0,2
1278,12.197,2.24,0,1.3,0,0.0473,0.009856262,0,2
1059,11.592,3.33,0,1.64,0,0.1763,0.06926762,0,2
816,10.544,8.9,0,1.71,0,0.077,0.021355236,0,2
1485,12.273,3.61,0,1.72,0,0.0676,0.015605749,0,2
832,12.913,2.73,0,1.46,0,0.1333,0.054757014,0,2
2035,12.798,3.39,0,1.66,0,0.144,0.053935662,0,2
2035,12.798,1.24,0,1.07,0,0.0594,0.014236824,0,2
826,12.588,4.5,0,1.96,0,0.0606,0.015879534,0,2
3452,14.082,4.31,0,1.91,0,0.0791,0.021902807,0,2
2173,13.194,4.62,0,1.99,0,0.064,0.015058179,0,2
2558,14.064,4.98,0,2.08,0,0.1409,0.054209445,0,2
2606,13.779,4.12,0,1.86,0,0.0309,0.005475702,0,2
2606,13.779,4.66,0,2,0,0.1075,0.03504449,0,2
1049,15.513,4.46,0,1.95,0,0.182,0.099657774,0,2
1861,13.387,2.02,0,1.227,0,0.0761,0.020260096,0,2
1433,13.173,2.57,0,1.41,0,0.0442,0.008761123,0,2
509,11.27,10.6,0,2.215,0,0.4669,0.2236824,0.04,2
1422,13.606,3.09,0,1.57,0,0.1038,0.035865847,0,2
886,16.282,21.5,0,2.1,0,0.0619,0.021902807,0,2
886,16.282,19.8,0,1.23,0,0.0809,0.033127997,0,2
886,16.282,2.96,0,1.53,0,0.126,0.057494868,0,2
1888,15.746,0.135,1,0.217,1,0.1593,0.076386034,0,2
1888,15.746,0.22,1,2.21,0,0.2095,0.11553731,0,2
1888,15.746,3.15,0,1.59,0,0.029,0.006023272,0,2
1888,15.746,3.02,0,1.55,0,0.048,0.012594113,0,2
1888,15.746,3.15,0,1.59,0,0.081,0.027926078,0,2
357,15.66,3.61,0,1.72,0,0.0899,0.05065024,0.17,2
1766,14.578,4.66,0,2,0,0.0266,0.004380561,0,2
1731,14.552,4.66,0,2,0,0.0854,0.026557151,0,2
2101,15.017,9.1,0,1.55,0,0.096,0.03175907,0,2
1999,14.775,1.45,0,1.117,0,0.0426,0.009582478,0,2
2097,15.067,3.3,0,1.009,0,0.0983,0.03394935,0,2
2222,14.829,2.86,0,1.5,0,0.0438,0.010130048,0,2
3794,14.467,1.37,0,1.1,0,0.104,0.032580424,0,2
3794,14.467,4.58,0,1.98,0,0.1372,0.049281314,0,2
1353,14.151,4.27,0,1.9,0,0.056,0.014784395,0,2
3782,14.72,5.02,0,2.09,0,0.1224,0.041889116,0,2
5022,14.969,2.3,0,1.32,0,0.0666,0.016974675,0,2
1816,14.376,2.67,0,1.44,0,0.042,0.009308693,0,2
3344,13.95,4.19,0,1.71,0,0.0719,0.01943874,0,2
3344,13.95,3.85,0,1.9,0,0.0835,0.02436687,0,2
4552,14.734,3.36,0,1.65,0,0.0351,0.006570842,0,2
1076,14.623,3.68,0,1.74,0,0.085,0.028473647,0,2
565,15.549,2.3,0,1.32,0,0.0219,0.004654347,0,2
2938,14.84,3.5,0,1.69,0,0.0225,0.003285421,0,2
2481,13.395,4.62,0,1.99,0,0.0768,0.021355236,0,2
2481,13.395,1.16,0,1.05,0,0.0508,0.011498973,0,2
1214,13.481,2.48,0,1.38,0,0.0712,0.019712524,0,2
981,13.965,9,0,1.31,0,0.0553,0.015605749,0,2
981,13.965,36,0,1.61,0,0.427,0.33511293,0,2
981,13.965,35,0,1.41,0,0.718,0.7318275,0,2
2220,13.812,3.29,0,1.63,0,0.0815,0.023271732,0,2
2897,13.626,4.23,0,1.89,0,0.0578,0.014236824,0,2
3233,13.658,4.01,0,1.83,0,0.0632,0.01670089,0,2
3164,13.807,4.08,0,1.85,0,0.0879,0.026009582,0,2
1474,14.026,4.62,0,1.99,0,0.1149,0.043531828,0,2
3549,14.067,1.71,0,1.17,0,0.1222,0.044353183,0,2
1943,13.498,4.46,0,1.95,0,0.1197,0.040246405,0,2
3178,13.762,4.94,0,2.07,0,0.1116,0.037508555,0,2
1267,16.44,3.29,0,1.63,0,0.0188,0.003559206,0,2
991,10.922,2.4,0,1.42,0,0.035,0.006023272,0.03,2
991,10.922,4.14,0,1.52,0,0.084,0.022176592,0.01,2
1116,15.569,3.5,0,1.69,0,0.028,0.006023272,0,2
3337,15.072,4.54,0,1.97,0,0.0355,0.006844627,0,2
470,10.077,2.04,0,0.92,0,0.09059,0.026283368,0,2
910,16.6,5.02,0,2.09,0,0.0649,0.022176592,0,2
2383,13.866,3.57,0,1.71,0,0.64,0.6639288,0.14,2
1930,15.022,2.33,0,1.33,0,0.0325,0.006023272,0,2
4724,15.071,4.19,0,1.88,0,0.0524,0.011772759,0,2
2071,15.314,2.52,0,1.393,0,0.046,0.010951404,0,2
6312,15.782,3.09,0,1.569,0,0.03997,0.007939767,0,2
570,16.53,2.15,0,1.27,0,0.0143,0.002464066,0,2
669,15.971,4.5,0,1.96,0,0.1422,0.07830253,0,2
910,12.66,1.92,0,1.21,0,0.0418,0.008761123,0,2
1468,13.718,3.26,0,1.62,0,0.0993,0.033127997,0,2
1468,13.785,1.41,0,1.11,0,0.0435,0.009582478,0,2
4228,14.634,3.26,0,1.62,0,0.0533,0.011225188,0,2
896,14.891,4.31,0,1.91,0,0.054,0.015605749,0,2
5775,15.352,4.7,0,2.01,0,0.116,0.039972622,0,2
1302,14.277,3.75,0,1.76,0,0.0214,0.003559206,0,2
1302,14.277,2.13,0,1.26,0,0.0367,0.007939767,0,2
2779,15.986,1.46,0,1.12,0,0.0219,0.003285421,0,2
3486,15.066,2.42,0,1.36,0,0.019,0.002737851,0,2
4901,14.379,3.5,0,1.69,0,0.0547,0.013141684,0,2
4901,14.379,2.96,0,1.53,0,0.0785,0.022450376,0,2
2585,15.181,2.79,0,1.48,0,0.0333,0.006844627,0,2
2710,14.993,4.78,0,2.03,0,0.0874,0.027652293,0,2
3140,15.965,1.98,0,1.22,0,0.0205,0.003285421,0,2
3418,15.555,3.33,0,1.64,0,0.0724,0.019986311,0,2
2559,15.969,3.86,0,1.79,0,0.092,0.031211497,0,2
3815,14.984,3.86,0,1.79,0,0.1297,0.043805614,0,2
3035,14.852,1.87,0,1.2,0,0.0309,0.004106776,0,2
3035,14.852,2.54,0,1.4,0,0.0616,0.011498973,0,2
4547,14.958,3.97,0,1.82,0,0.0843,0.023819301,0,2
3687,14.145,3.97,0,1.82,0,0.1071,0.03559206,0,2
1784,13.387,2.63,0,1.43,0,0.047,0.010130048,0,2
1300,13.564,1.81,0,1.19,0,0.0187,0.002737851,0,2
2374,15.562,2.18,0,1.28,0,0.0523,0.013415469,0,2
1445,16.131,2.76,0,1.47,0,0.0519,0.015605749,0,2
3060,15.959,3.46,0,1.68,0,0.0453,0.010403832,0,2
4253,13.392,3.12,0,1.58,0,0.1967,0.08651608,0,2
1643,16.696,2.18,0,1.28,0,0.0159,0.002464066,0,2
4650,15.117,4.5,0,1.96,0,0.0988,0.030937715,0,2
3215,14.742,2.45,0,1.37,0,0.0491,0.011498973,0,2
1605,13.423,3.46,0,1.68,0,0.1817,0.08104038,0,2
2667,13.175,2.24,0,1.3,0,0.0662,0.017522246,0,2
1437,15.596,4.66,0,2,0,0.0795,0.031211497,0,2
2119,13.864,4.42,0,1.94,0,0.1137,0.03942505,0,2
2119,13.864,1.55,0,1.14,0,0.0872,0.026557151,0,2
1181,11.813,1.55,0,1.14,0,0.0764,0.022176592,0,2
1047,14.519,2.73,0,1.46,0,0.0116,0.001642711,0,2
1205,15.23,6.75,0,1.53,0,0.0372,0.008487337,0,2
1205,15.23,4.13,0,1.6,0,0.0491,0.012594113,0,2
1205,15.23,1.92,0,1.21,0,0.0175,0.002737851,0,2
4758,15.73,4.38,0,1.93,0,0.055,0.012594113,0,2
1136,15.258,17.2,0,0.216,1,0.0522,0.016427105,0,2
1136,15.258,1.92,0,1.21,0,0.128,0.056947295,0,2
2005,15.153,2.27,0,1.31,0,0.029,0.005201916,0,2
2807,14.75,3.78,0,1.77,0,0.0412,0.008761123,0,2
4532,15.089,3.09,0,1.57,0,0.0507,0.011498973,0,2
3919,15.051,4.16,0,1.87,0,0.055,0.012320329,0,2
2635,14.296,2.96,0,1.53,0,0.0453,0.010403832,0,2
2635,14.296,4.04,0,1.84,0,0.0759,0.022450376,0,2
2543,13.644,2.1,0,1.25,0,0.0528,0.012320329,0,2
1877,15.374,2.89,0,1.51,0,0.0125,0.001642711,0,2
2950,15.131,3.78,0,1.77,0,0.034,0.006570842,0,2
3660,14.88,3.53,0,1.7,0,0.1033,0.030937715,0,2
1936,13.751,2.15,0,1.27,0,0.0603,0.015331964,0,2
5507,16.001,4.9,0,2.06,0,0.075,0.01943874,0,2
1525,15.755,4.74,0,2.02,0,0.1139,0.05147159,0,2
2068,16.211,4.74,0,2.02,0,0.0862,0.036413416,0,2
1306,16.145,11.4,0,0.211,1,0.11796,0.0550308,0,2
1306,16.145,24.6,0,1.94,0,0.051,0.014236824,0,2
1738,15.363,3.19,0,1.6,0,0.0204,0.003285421,0,2
1408,15.986,3.46,0,1.68,0,0.0298,0.007118412,0,2
1406,14.903,4.82,0,2.04,0,0.017,0.002464066,0,2
1674,14.998,1.76,0,1.18,0,0.0315,0.006297057,0,2
4497,14.194,3.53,0,1.7,0,0.072,0.01889117,0,2
3340,14.92,40,0,2.23,0,0.0827,0.023819301,0,2
3340,14.92,20.2,0,0.211,1,0.1072,0.035318274,0,2
3340,14.92,2.48,0,1.38,0,0.052,0.011498973,0,2
5419,15.611,3.82,0,1.78,0,0.0744,0.019712524,0,2
2738,15.172,3.46,0,1.68,0,0.0802,0.023271732,0,2
1855,12.339,3.5,0,1.69,0,0.0779,0.019712524,0,2
2496,14.89,4.54,0,1.97,0,0.0766,0.022724163,0,2
2496,14.89,20.9,0,2.18,0,0.1007,0.034223136,0,2
2496,14.89,1.87,0,1.2,0,0.13,0.049007528,0,2
2496,14.89,0.6,0,1.27,0,0.163,0.068993844,0,2
2109,16.124,3.29,0,1.63,0,0.0331,0.007118412,0,2
5197,15.872,4.86,0,2.05,0,0.0575,0.013689254,0,2
2870,15.242,4.62,0,1.99,0,0.0362,0.007118412,0,2
2678,15.647,2.63,0,1.43,0,0.0549,0.013963039,0,2
2582,14.967,4.38,0,1.93,0,0.165,0.070910335,0,2
4486,15.281,3.82,0,1.78,0,0.0552,0.012046544,0,2
1646,14.188,2.04,0,1.23,0,0.0449,0.010951404,0,2
2047,13.169,3.82,0,1.78,0,0.1055,0.03559206,0,2
1555,13.164,2.04,0,1.23,0,0.0622,0.015605749,0,2
2320,14.054,2.92,0,1.52,0,0.067,0.016974675,0,2
2892,13.52,4.04,0,1.84,0,0.1536,0.055852156,0,2
2892,13.52,1.51,0,1.13,0,0.0797,0.020807665,0,2
1373,13.061,3.75,0,1.76,0,0.328,0.19356604,0,2
1952,12.998,1.32,0,1.09,0,0.0492,0.010130048,0,2
1762,16.21,2.99,0,1.54,0,0.0328,0.007665982,0,2
1582,16.695,2.83,0,1.49,0,0.0545,0.01615332,0,2
1590,15.19,4.98,0,2.08,0,0.0679,0.019164955,0,2
828,15.85,2.45,0,1.37,0,0.0378,0.009582478,0,2
4466,14.856,4.7,0,2.01,0,0.0907,0.028473647,0,2
3191,14.56,3.78,0,1.77,0,0.0417,0.008213553,0,2
1726,14.058,2.57,0,1.41,0,0.0572,0.013963039,0,2
1148,11.16,1.87,0,1.2,0,0.1225,0.043531828,0,2
949,11.607,1.98,0,1.22,0,0.0247,0.003559206,0,2
1010,11.626,2.76,0,1.47,0,0.1175,0.038056124,0,2
2767,13.883,2.27,0,1.31,0,0.074,0.019164955,0,2
2767,13.883,1.81,0,1.19,0,0.089,0.023819301,0,2
3235,15.522,4.9,0,2.06,0,0.1009,0.028199865,0,2
2459,13.667,2.48,0,1.38,0,0.0544,0.012046544,0,2
2770,13.314,2.86,0,1.5,0,0.0566,0.012594113,0,2
2710,15.363,3.75,0,1.76,0,0.1885,0.08843258,0,2
11288,15.896,4.31,0,1.91,0,0.0378,0.008213553,0,2
3344,15.064,3.68,0,1.74,0,0.0569,0.013415469,0,2
1749,13.863,2.6,0,1.42,0,0.0182,0.002464066,0,2
3263,14.124,2.48,0,1.38,0,0.0715,0.01889117,0,2
2713,14.817,3.61,0,1.72,0,0.0866,0.024914443,0,2
1660,15.586,3.15,0,1.59,0,0.0444,0.010677618,0,2
4277,14.738,1.41,0,1.11,0,0.0192,0.002464066,0,2
1559,11.671,4.93,0,2.067,0,0.2754,0.13524984,0.07,2
1598,14.643,2.33,0,1.33,0,0.0719,0.021902807,0,2
1519,14.308,2.45,0,1.37,0,0.0279,0.005201916,0,2
1986,15.238,5.02,0,2.09,0,0.2658,0.15249829,0,2
1539,15.01,2.39,0,1.35,0,0.0527,0.013415469,0,2
2686,14.84,2.7,0,1.45,0,0.0954,0.02902122,0,2
6829,15.653,3.71,0,1.75,0,0.1153,0.040793974,0,2
313,9.996,4.54426,0,1.569,0,0.053,0.012867898,0,2
3710,15.011,4.38,0,1.93,0,0.1002,0.03230664,0,2
2831,14.811,4.08,0,1.85,0,0.0749,0.021355236,0,2
845,11.871,1.81,0,1.19,0,0.0862,0.024914443,0,2
1467,13.91,4.9,0,2.06,0,0.0852,0.026830938,0,2
1342,13.68,4.54,0,1.97,0,0.0984,0.033127997,0,2
947,14.626,4.66,0,2,0,0.0389,0.010130048,0,2
947,14.626,3.5,0,1.69,0,0.052,0.015605749,0,2
1273,13.865,4.94,0,2.07,0,0.2027,0.0936345,0,2
1072,13.478,4.5,0,1.96,0,0.2508,0.1357974,0,2
438,15.295,3.09,0,1.57,0,0.0419,0.011498973,0,2
1390,14.633,2.79,0,1.48,0,0.0303,0.005475702,0,2
1308,12.994,3.51,0,1.48,0,0.0356,0.007118412,0,2
995,15.578,4.94,0,2.07,0,0.1085,0.04873374,0,2
2617,14.716,2.96,0,1.53,0,0.0127,0.001368925,0,2
847,13.557,3.26,0,1.62,0,0.1339,0.055304587,0,2
614,15.046,3.19,0,1.6,0,0.0177,0.003285421,0,2
3968,14.717,4.58,0,1.98,0,0.0474,0.010403832,0,2
1525,11.521,2.42,0,1.36,0,0.0397,0.007392197,0,2
680,13.206,6.15,0,1.48,0,0.0503,0.012594113,0,2
2049,13.922,3.33,0,1.64,0,0.0273,0.004380561,0,2
3691,14.795,4.6,0,1.9,0,0.14728,0.055852156,0.01,2
3691,14.795,9,0,1.9,0,0.112293,0.037234772,0.01,2
1636,14.222,2.23,0,1.13,0,0.1949,0.0936345,0,2
947,14.626,11.02,0,0.23,1,0.0634,0.021081451,0,2
2894,13.831,9.2,0,1.19,0,0.1462,0.05804244,0,2
2894,13.831,10.36,0,1.21,0,0.1911,0.087063655,0,2
1556,12.314,10.5,0,1.71,0,0.05119,0.010130048,0.25,2
82,11.005,4.6,0,1.39,0,0.02091,0.003832991,0.21,2
35,11.685,2.22,0,1.385,0,0.0304,0.010130048,0.1,2
35,11.685,1.94,0,1.521,0,0.0486,0.02053388,0.07,2
35,11.685,3.06,0,1.56,0,0.0717,0.03504449,0.13,2
49,14.15,6.38,0,1.635,0,0.0957,0.06762492,0.096,2
49,14.15,1.76,0,1.169,0,0.02734,0.010403832,0.274,2
59,13.304,2.33,0,1.242,0,0.01848,0.005201916,0,2
65,12.6,1.4,0,0.982,0,0.0331,0.010130048,0.22,2
97,12.167,8.7,0,1.088,0,0.0404,0.010403832,0,2
49,15.24,2.25,0,1.303,0,0.00622,0.001368925,0,2
86,16.91,1.46,0,1.12,0,0.00969,0.002464066,0,2
106,18,13.2,0,1.32,0,0.01875,0.007392197,0,2
106,18,25.3,0,1.367,0,0.03984,0.023271732,0,2
22,10.59,2.87,0,1.305,0,0.03813,0.014784395,0.11,2
22,10.59,1.54,0,1.147,0,0.02661,0.008487337,0.223,2
72,13.14,2.62,0,1.332,0,0.01211,0.002190281,0,2
72,13.14,8.6,0,0.205,1,0.07673,0.033675566,0.06,2
4,11.01,1.07,0,1.03,0,0.04856,0.030663928,0.02,2
1647,20.8671,1.97,0,1.22,0,10.26,27.8,0.24,2
11,11.12,1.4,0,1.11,0,0.0496,0.027104722,0.12,2
37,14.18,4,0,1.83,0,0.05366,0.02956879,0.33,2
12,3.49607,3.93,0,1.81,0,0.538,0.44599587,0.18,2
12,3.49607,3.93,0,1.81,0,1.334,1.7,0.16,2
12,3.49607,1.75,0,1.18,0,0.133,0.054757014,0.06,2
12,3.49607,1.83,0,1.19,0,0.243,0.13524984,0.23,2
12,15.13,1.05,0,1.02,0,0.0252,0.013415469,0,2
12,15.13,1.11,0,1.04,0,0.0443,0.031211497,0,2
268,10.249,10.15,0,0.202,1,0.052,0.011225188,0.18,2
222,10.938,13.5,0,0.231,1,0.06152,0.017522246,0.05,2
200,12.615,9.95,0,1.791,0,0.01159,0.001642711,0,2
129,11.495,5.9,0,1.694,0,0.03826,0.009308693,0.15,2
553,11.632,8.8,0,0.224,1,0.061,0.01615332,0,2
240,11.922,8.56,0,0.215,1,0.0367,0.008487337,0,2
240,11.922,13.2,0,0.246,1,0.0657,0.02053388,0,2
117,12.941,13.5,0,0.211,1,0.0736,0.029842572,0.09,2
117,12.941,2.2,0,1.56,0,0.1058,0.05147159,0.04,2
106,10.51,2.42,0,1.36,0,0.023,0.004106776,0,2
134,15.39,1.71,0,1.17,0,0.0071,0.00109514,0,2
100,14.354,4.82,0,1.672,0,0.061,0.030390145,0,2
115,13.217,4.91,0,1.79,0,0.01545,0.002737851,0.16,2
548,9.889,0.13,1,2.06,0,0.103,0.030116359,0.59,2
123,13.378,3.78,0,1.7,0,0.011557,0.001916496,0,2
100,12.962,2.57,0,1.41,0,0.0226,0.004928131,0,2
325,13.86,0.17934,1,1.39,0,0.0291,0.006570842,0.14,2
205,11.955,1.5,0,1.152,0,0.02607,0.005201916,0,2
205,11.955,4.77,0,1.669,0,0.037,0.008761123,0,2
205,11.955,7.72,0,0.204,1,0.1039,0.04161533,0,2
139,10,2.57,0,1.258,0,0.00812,0.001368925,0,2
150,8.4,2.27,0,1.31,0,0.0204,0.003011636,0,2
156,14.938,2.24,0,1.3,0,0.0112,0.001916496,0,2
203,13.369,4.82,0,2.04,0,0.0752,0.028747434,0,2
109,14.32,6.37,0,2.19,0,0.057,0.02162902,0,2
330,10.474,3.26,0,1.62,0,0.0097,0.00109514,0,2
138,13.403,19.5,0,1.74,0,0.1363,0.07474332,0.3,2
124,16.37,2.67,0,1.44,0,0.0341,0.014784395,0,2
194,11.272,3.46,0,1.68,0,0.0144,0.002190281,0,2
93,10.295,3.89,0,1.8,0,0.0202,0.003559206,0,2
158,15.692,2.1,0,1.25,0,0.0064,0.00109514,0,2
73,12.603,1.58,0,1.206,0,0.03197,0.009308693,0.03,2
205,8.270001,3.61,0,1.72,0,0.0528,0.010951404,0.13,2
106,9.12,3.07,0,1.28,0,0.0113,0.001368925,0,2
106,9.12,2.83,0,1.49,0,0.052,0.013141684,0,2
404,10.939,4.31,0,1.91,0,0.0283,0.005201916,0,2
155,10.54,1.42,0,1.166,0,0.01189,0.001368925,0.06,2
134,10.777,4.78,0,2.03,0,0.0251,0.004106776,0,2
280,10.252,1.59,0,1.423,0,0.01055,0.00109514,0,2
280,10.252,11.95,0,0.226,1,0.1569,0.07008898,0.05,2
280,10.252,16,0,0.238,1,0.3274,0.21136208,0.06,2
102,13.151,1.25,0,1.073,0,0.1633,0.102395624,0.04,2
191,10.838,4.85,0,2.049,0,0.07928,0.026009582,0.54,2
310,10.265,9.79,0,0.203,1,0.06,0.015331964,0.04,2
89,11.536,4,0,1.85,0,0.0652,0.022450376,0.06,2
89,11.536,5.3,0,2.02,0,0.1,0.04298426,0.04,2
209,11.314,18.467,0,0.261,1,0.02177,0.003832991,0,2
136,11.724,2.15,0,1.27,0,0.0171,0.002737851,0,2
41,17.02,1.374,0,1.116,0,0.01154,0.004106776,0.01,2
41,17.02,1.308,0,1.097,0,0.0158,0.006570842,0.01,2
41,17.02,1.039,0,1.045,0,0.03849,0.025188226,0.01,2
41,17.02,1.321,0,1.129,0,0.04683,0.03394935,0,2
864,11.936,6.77,0,1.808,0,0.01673,0.002190281,0.03,2
14,10.1,1.91,0,1.21,0,0.0375,0.013415469,0.15,2
14,10.1,3.41,0,1.66,0,0.089,0.049007528,0.11,2
12,12.074,1.14,0,1.05,0,0.02156,0.008487337,0,2
12,12.074,1.09,0,1.03,0,0.02851,0.012867898,0.07,2
1884,14.974,0.688,0,0.908,0,0.0296,0.005475702,0,3
31,10.153,0.546,0,0.718,0,0.0071,0.000821355,0,3
127,9.73,0.55,0,0.75,0,0.04298,0.010951404,0.07,3
127,9.73,0.72,0,0.818,0,0.068,0.02162902,0.07,3
161,10.8,0.257,0,0.69,0,0.048,0.012867898,0.06,3
323,15.94,0.5,1,0.64,0,0.0058,0.00054757,0,3
661,12.246,1.63,0,0.259,1,0.10447,0.03504449,0.06,3
295,14.044,0.315,0,0.73,0,0.0159,0.002737851,0,3
648,11.443,0.64,0,0.89,0,0.0127,0.001368925,0,3
101,14.632,0.972,0,1,0,0.0576,0.021355236,0,3
209,13.716,0.498,0,0.83,0,0.0216,0.004380561,0,3
253,11.625,0.29013,0,0.705,0,0.0679,0.021355236,0.04,3
973,12.27,0.937,0,0.99,0,0.0511,0.008761123,0,3
930,15.013,0.363,0,0.76,0,0.0117,0.002190281,0,3
281,14.162,0.17,0,0.615,0,0.01462,0.003011636,0.15,3
1321,12.994,0.64,0,0.89,0,0.0295,0.005201916,0,3
352,12.072,4.3,0,0.47,0,0.0552,0.01451061,0,3
352,12.072,3,0,0.58,0,0.067,0.01943874,0,3
352,12.072,5.2,0,0.88,0,0.1655,0.075290896,0,3
2228,13.877,0.59,0,0.87,0,0.0218,0.003285421,0,3
2667,13.46,0.937,0,0.99,0,0.0434,0.008761123,0,3
528,14.695,0.809,0,0.95,0,0.0349,0.009034907,0,3
493,13.576,0.904,0,0.98,0,0.0315,0.006570842,0,3
2178,14.395,0.437,0,0.8,0,0.0162,0.002190281,0,3
1449,12.923,5.3,0,0.82,0,0.0648,0.016974675,0,3
1449,12.923,8.1,0,0.95,0,0.1602,0.06570842,0,3
649,13.175,0.437,0,0.8,0,0.0611,0.01670089,0,3
1183,12.973,0.165,0,0.61,0,0.0148,0.001916496,0,3
813,12.509,0.437,0,0.8,0,0.0595,0.015058179,0,3
813,12.509,0.422,0,0.792,0,0.0423,0.009034907,0,3
813,12.509,0.202,0,0.645,0,0.0506,0.011772759,0,3
1284,12.403,0.477,0,0.82,0,0.0345,0.006297057,0,3
702,15.31,0.59,0,0.87,0,0.0223,0.004380561,0,3
1705,12.707,0.779,0,0.94,0,0.0709,0.01670089,0,3
1230,13.896,0.64,0,0.89,0,0.0157,0.002190281,0,3
2290,14.375,0.721,0,0.92,0,0.049,0.011225188,0,3
2108,13.817,1.9,0,1.8,0,0.091,0.028199865,0.05,3
1354,14.21,0.418,0,0.79,0,0.0282,0.005201916,0,3
1763,14.079,0.418,0,0.79,0,0.0491,0.011498973,0,3
1370,14.4,0.315,0,0.73,0,0.039,0.009308693,0,3
2341,13.929,0.566,0,0.86,0,0.0201,0.002737851,0,3
598,15.431,0.33,0,0.74,0,0.051,0.015879534,0,3
1377,11.717,0.871,0,0.97,0,0.1268,0.04052019,0,3
3354,13.377,0.871,0,0.97,0,0.0659,0.015331964,0,3
5061,14.934,0.693,0,0.91,0,0.0896,0.022997946,0,3
4696,14.867,0.871,0,0.97,0,0.0283,0.004654347,0,3
368,16.4,0.0933,0,0.52,0,0.025,0.005749486,0,3
2654,13.969,0.904,0,0.98,0,0.0529,0.012320329,0,3
