distance,stellar_magnitude,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,planet_type
3881,15.949,13.8,0,0.338,1,0.0787,0.024093088,0,1
2694,14.493,8,0,0.245,1,0.1879,0.080766596,0,1
4366,15.421,9.58,0,0.273,1,0.1637,0.06406571,0,1
1289,16.391,5.94,0,0.206,1,0.1082,0.046269678,0,1
7355,15.99,15.9,0,0.368,1,0.1028,0.032580424,0,1
2738,15.28,7.8,0,0.242,1,0.0915,0.028473647,0,1
2077,15.905,6,0,0.207,1,0.1748,0.09062286,0,1
3190,16.173,6.15,0,0.21,1,0.0813,0.024640657,0,1
4238,14.127,7.77,0,0.241,1,0.0988,0.029842572,0,1
3334,15.424,9.4,0,0.27,1,0.1467,0.06379192,0,1
2269,14.488,9.32,0,0.269,1,0.229,0.11471595,0,1
3294,15.4,14.6,0,0.35,1,0.4137,0.2767967,0,1
4536,15.327,14.1,0,0.343,1,0.3462,0.2091718,0,1
4597,15.631,6.01,0,0.207,1,0.0765,0.019712524,0,1
2369,15.814,6.21,0,0.211,1,0.0371,0.007939767,0,1
3284,15.621,7.99,0,0.245,1,0.0984,0.03340178,0,1
2442,15.346,5.79,0,0.203,1,0.2348,0.12128679,0,1
4447,15.489,14.5,0,0.348,1,0.1337,0.04517454,0,1
4650,15.759,9.9,0,0.278,1,0.1964,0.08487337,0,1
2609,14.795,7.24,0,0.231,1,0.1244,0.04517454,0,1
2928,15.804,7.5,0,0.236,1,0.1416,0.060506504,0,1
3393,14.976,6.26,0,0.212,1,0.4267,0.26173854,0,1
2844,14.985,5.13,0,2.116,0,0.0924,0.028199865,0,1
2218,15.218,6.71,0,0.221,1,0.0559,0.014236824,0,1
5053,14.942,7.18,0,0.23,1,0.096,0.026830938,0,1
5053,14.942,11.6,0,0.306,1,0.157,0.056673512,0,1
3448,13.605,11.1,0,0.297,1,0.3259,0.15468857,0,1
4581,15.615,12.2,0,0.315,1,0.0997,0.03285421,0,1
4804,15.558,7.05,0,0.228,1,0.0602,0.01451061,0,1
1674,15.192,8.13,0,0.248,1,0.4644,0.35920602,0,1
3013,14.746,6.14,0,0.21,1,0.116,0.03832991,0,1
2559,13.086,7.8,0,0.242,1,0.171,0.069815196,0,1
5886,15.995,9.46,0,0.271,1,0.0478,0.010677618,0,1
2318,16.117,6.52,0,0.218,1,0.0885,0.03175907,0,1
5525,16.027,7.97,0,0.245,1,0.0989,0.030390145,0,1
2061,15.997,6.29,0,0.213,1,0.2597,0.15687884,0,1
1991,14.42,6.17,0,0.211,1,0.092,0.029295003,0,1
1991,14.42,6.76,0,0.222,1,0.179,0.07939767,0,1
5186,15.699,14.5,0,0.348,1,0.1016,0.03285421,0,1
1381,14.381,7.21,0,0.231,1,0.2119,0.10896646,0,1
2717,15.959,6.44,0,0.216,1,0.3575,0.24120465,0,1
2707,13.709,5.5,0,2.207,0,0.2408,0.10951403,0,1
4019,15.847,5.49,0,2.203,0,0.1199,0.044079397,0,1
2823,13.64,5.74,0,0.202,1,0.2555,0.123203285,0,1
894,14.157,10.1,0,0.281,1,0.6266,0.5776865,0,1
1328,13.566,5.07,0,2.101,0,0.0453,0.009856262,0,1
2788,14.822,6.44,0,0.216,1,0.0308,0.005475702,0,1
2741,15.966,6.28,0,0.213,1,0.0465,0.010403832,0,1
1331,15.434,5.52,0,2.211,0,0.2633,0.15496235,0,1
5416,15.201,10.5,0,0.288,1,0.2039,0.09445585,0,1
4874,15.587,8.86,0,0.261,1,0.0521,0.012046544,0,1
3728,14.297,7.61,0,0.238,1,0.099,0.02902122,0,1
1993,16.088,5.13,0,2.117,0,0.054,0.017248461,0,1
3449,15.898,9.17,0,0.266,1,0.5368,0.4364134,0,1
4494,15.642,10.6,0,0.29,1,0.4438,0.28309378,0,1
3456,15.627,7.18,0,0.23,1,0.16,0.06652977,0,1
4456,15.955,8.88,0,0.261,1,0.1421,0.05448323,0,1
4551,15.715,8.98,0,0.263,1,0.2082,0.10212183,0,1
3159,14.719,10.3,0,0.285,1,0.066,0.016427105,0,1
3210,15.787,5.14,0,2.119,0,0.0615,0.01670089,0,1
5653,15.844,9.8,0,0.277,1,0.2529,0.122929506,0,1
3207,16.01,8.32,0,0.251,1,0.1546,0.066255994,0,1
1413,13.771,17.3,0,0.49,1,0.0752,0.020807665,0,1
1413,13.771,16.4,0,0.623,1,0.1172,0.040793974,0,1
5791,15.456,5.85,0,0.204,1,0.1321,0.04681725,0,1
4438,15.322,8.13,0,0.248,1,0.0738,0.020260096,0,1
5290,15.911,8.97,0,0.263,1,0.1954,0.084325805,0,1
4941,16.261,10.4,0,0.287,1,0.114,0.03778234,0,1
6706,15.779,7.35,0,0.234,1,0.2053,0.08569473,0,1
3360,15.533,5.89,0,0.205,1,0.2524,0.12895277,0,1
3841,16.161,7.38,0,0.234,1,0.2107,0.10376455,0,1
1939,14.987,5.82,0,0.203,1,0.0599,0.01615332,0,1
2890,14.392,9.03,0,0.264,1,0.2043,0.08295688,0,1
3030,13.103,8.72,0,0.258,1,0.1557,0.054757014,0,1
4385,15.388,5.86,0,0.204,1,0.1077,0.03613963,0,1
6233,15.084,7.53,0,0.237,1,0.1216,0.041889116,0,1
5778,15.382,9.28,0,0.268,1,0.2588,0.12785764,0,1
2177,15.8,5.97,0,0.207,1,0.2197,0.117453806,0,1
3559,13.312,11.5,0,0.304,1,0.3859,0.2020534,0,1
1658,11.788,9.65,0,0.274,1,0.2987,0.16262834,0,1
2126,14.308,7.95,0,0.244,1,0.09,0.027104722,0,1
2126,14.308,8.2,0,0.249,1,0.15,0.05804244,0,1
2023,12.671,7.53,0,0.237,1,0.2356,0.10568104,0,1
2951,14.522,6.82,0,0.223,1,0.0463,0.010951404,0,1
2842,13.393,10.2,0,0.282,1,0.5548,0.34661192,0,1
2952,14.163,9.39,0,0.27,1,0.0943,0.026557151,0,1
3292,14.712,6.3,0,0.213,1,0.106,0.031211497,0,1
3292,14.712,8,0,0.245,1,0.286,0.13880904,0,1
4875,14.943,7.51,0,0.236,1,0.2054,0.08569473,0,1
2748,14.91,5.13,0,2.117,0,0.0516,0.012594113,0,1
3511,15.582,8.05,0,0.246,1,0.0918,0.026830938,0,1
3269,15.508,6.75,0,0.222,1,0.0394,0.008213553,0,1
8538,15.231,5.56,0,2.22,0,0.0352,0.006023272,0,1
3582,14.969,7.22,0,0.231,1,0.131,0.047364816,0,1
3582,14.969,6.35,0,0.214,1,0.275,0.14455852,0,1
4167,14.367,6,0,0.207,1,0.1435,0.056673512,0,1
1472,14.239,5.65,0,0.2,1,0.24,0.12977414,0,1
1472,14.239,7.56,0,0.237,1,0.4484,0.33429158,0,1
1616,13.684,8.35,0,0.252,1,0.131,0.04873374,0,1
1616,13.684,6.66,0,0.22,1,0.259,0.1357974,0,1
1700,13.796,9.85,0,0.277,1,0.158,0.06461328,0,1
1700,13.796,10.6,0,0.29,1,0.316,0.18370979,0,1
2172,13.932,5.18,0,2.13,0,0.08,0.023545519,0,1
2076,12.991,6.62,0,0.219,1,0.175,0.07036277,0,1
2076,12.991,8.5,0,0.254,1,0.573,0.41587952,0,1
2294,14.14,7.13,0,0.229,1,0.043,0.008761123,0,1
2240,13.977,6.94,0,0.226,1,0.117,0.03942505,0,1
2856,13.164,11,0,0.295,1,0.068,0.01615332,0,1
1882,14.132,5.73,0,0.202,1,0.122,0.044079397,0,1
1882,14.132,9.8,0,0.277,1,0.231,0.11416838,0,1
922,12.61,12.75,0,0.272,1,0.0949,0.029842572,0.16,1
922,12.61,10.07,0,0.245,1,0.3506,0.21245721,0,1
922,12.61,19.96,0,0.42,1,0.2055,0.095551,0.15,1
759,14.126,8.96,0,0.262,1,0.032,0.006844627,0,1
759,14.126,12.8,0,0.323,1,0.07,0.021902807,0,1
2242,13.129,7.95,0,0.244,1,0.207,0.087063655,0,1
2071,13.705,6.08,0,0.209,1,0.057,0.013141684,0,1
3942,14.057,7.32,0,0.233,1,0.13,0.04298426,0,1
3942,14.057,5.18,0,2.13,0,0.194,0.0788501,0,1
3874,14.054,6.12,0,0.21,1,0.079,0.021081451,0,1
3874,14.054,9.48,0,0.271,1,0.136,0.047638603,0,1
3603,13.155,5.6,0,2.23,0,0.065,0.014784395,0,1
2141,14.035,10,0,0.28,1,0.248,0.12238193,0,1
2141,14.035,7.56,0,0.237,1,0.4865,0.34086242,0,1
2567,13.823,9.01,0,0.263,1,0.057,0.012594113,0,1
2567,13.823,12.5,0,0.319,1,0.165,0.062149215,0,1
1257,13.97,7.9,0,0.244,1,0.087,0.027378507,0,1
1257,13.97,7.41,0,0.235,1,0.13,0.050376453,0,1
2475,15.407,10.1,0,0.282,1,0.048,0.010677618,0,1
2475,15.407,19.4,0,0.414,1,0.091,0.027652293,0,1
2475,15.407,13.2,0,0.329,1,0.18,0.07693361,0,1
6066,15.69,7.4,0,0.267,1,0.0756,0.020260096,0.08,1
6066,15.69,5.1,0,0.307,1,0.0916,0.026830938,0.15,1
6066,15.69,8,0,0.467,1,0.1201,0.04052019,0.04,1
6066,15.69,4.8,0,0.41,1,0.1455,0.053935662,0.05,1
2551,15.801,9.91,0,0.278,1,0.058,0.01615332,0,1
2551,15.801,5.9,0,0.205,1,0.089,0.030937715,0,1
3533,15.623,9.85,0,0.277,1,0.09,0.026009582,0,1
3533,15.623,9.48,0,0.271,1,0.29,0.14893909,0,1
5365,15.902,7.75,0,0.241,1,0.052,0.011225188,0,1
5365,15.902,15.4,0,0.36,1,0.101,0.030390145,0,1
2695,16.22,5.48,0,2.2,0,0.062,0.017248461,0,1
2695,16.22,21.5,0,0.439,1,0.117,0.044079397,0,1
2695,16.22,14.2,0,0.343,1,0.22,0.11279946,0,1
2416,15.264,16.8,0,0.38,1,0.191,0.08925393,0,1
4401,15.565,9.69,0,0.275,1,0.054,0.012046544,0,1
4401,15.565,14,0,0.342,1,0.101,0.031211497,0,1
2794,15.477,6.48,0,0.217,1,0.077,0.023271732,0,1
2794,15.477,7.8,0,0.242,1,0.287,0.16536619,0,1
5653,15.747,13.2,0,0.33,1,0.04,0.007392197,0,1
5653,15.747,12.1,0,0.313,1,0.077,0.019712524,0,1
1396,16.567,5.6,0,2.23,0,0.037,0.009034907,0,1
1396,16.567,5.56,0,2.22,0,0.213,0.12648872,0,1
5868,15.297,6.3,0,0.213,1,0.069,0.016974675,0,1
5868,15.297,9.64,0,0.274,1,0.115,0.03613963,0,1
5868,15.297,0.534,1,0.5,1,0.1658,0.06488707,0,1
2114,15.252,6.04,0,0.208,1,0.095,0.03230664,0,1
2114,15.252,6.85,0,0.224,1,0.268,0.15386721,0,1
2726,13.567,0.8,1,1.9,0,0.075,0.01943874,0.06,1
2726,13.567,2.7,1,0.285,1,0.099,0.029295003,0.02,1
1670,15.708,6.04,0,0.208,1,0.094,0.034770705,0,1
1670,15.708,7.13,0,0.229,1,0.189,0.09883641,0,1
1958,15.489,7.32,0,0.233,1,0.075,0.022450376,0,1
2263,15.159,6.57,0,0.219,1,0.062,0.015605749,0,1
3381,15.747,8.05,0,0.246,1,0.05,0.011772759,0,1
2810,15.546,7.13,0,0.229,1,0.071,0.02053388,0,1
2810,15.546,21.6,0,0.27,1,0.202,0.09938398,0,1
2042,15.197,6.08,0,0.209,1,0.052,0.012594113,0,1
2165,15.199,15.7,0,0.365,1,0.084,0.025735795,0,1
2165,15.199,14.7,0,0.352,1,0.14,0.056125943,0,1
2410,15.506,9.38,0,0.269,1,0.066,0.017248461,0,1
2410,15.506,15.6,0,0.363,1,0.123,0.044353183,0,1
3774,15.04,1.6,1,0.214,1,0.08,0.022176592,0,1
3774,15.04,1.6,1,0.25,1,0.106,0.033675566,0,1
3774,15.04,8.15,0,0.248,1,0.138,0.052019164,0,1
2481,15.819,5.82,0,0.203,1,0.069,0.019712524,0,1
2481,15.819,5.39,0,2.18,0,0.127,0.048186176,0,1
3016,15.541,8.1,0,0.247,1,0.122,0.04517454,0,1
3016,15.541,8.1,0,0.247,1,0.182,0.08240931,0,1
3016,15.541,8.1,0,0.247,1,0.404,0.27268994,0,1
1238,15.406,5.27,0,2.15,0,0.08,0.02956879,0,1
2735,15.778,7.51,0,0.236,1,0.089,0.028199865,0,1
2735,15.778,10.2,0,0.283,1,0.13,0.0495551,0,1
4532,16.012,14.3,0,0.345,1,0.064,0.015879534,0,1
4532,16.012,3.2,0,2.15,0,0.105,0.03394935,0,1
4532,16.012,6.8,0,0.223,1,0.139,0.051197812,0,1
3433,15.699,9.22,0,0.267,1,0.092,0.027104722,0,1
3348,15.178,5.27,0,2.15,0,0.045,0.009308693,0,1
3348,15.178,6.71,0,0.221,1,0.064,0.015879534,0,1
3348,15.178,6.12,0,0.21,1,0.096,0.029295003,0,1
2545,15.652,7.32,0,0.233,1,0.034,0.006570842,0,1
2545,15.652,25.2,0,0.483,1,0.066,0.018069815,0,1
2545,15.652,21.7,0,0.442,1,0.16,0.06762492,0,1
1879,15.49,15.5,0,0.362,1,0.103,0.03613963,0,1
1879,15.49,12.7,0,0.322,1,0.193,0.092265576,0,1
3269,15.378,8.25,0,0.25,1,0.079,0.022176592,0,1
3269,15.378,7.75,0,0.241,1,0.217,0.1010267,0,1
793,10.769,8.7,0,0.245,1,0.0685,0.016974675,0,1
793,10.769,15.2,0,0.465,1,0.1101,0.034770705,0.01,1
1036,13.738,5.39,0,2.18,0,0.088,0.028473647,0,1
2462,15.435,7.61,0,0.238,1,0.12,0.045448326,0,1
2462,15.435,6.66,0,0.22,1,0.242,0.12950034,0,1
3073,13.15,11.1,0,0.297,1,0.249,0.11170431,0,1
3073,13.15,8.4,0,0.252,1,0.566,0.3835729,0,1
4176,15.47,7.41,0,0.235,1,0.127,0.046543464,0,1
4176,15.47,6.76,0,0.222,1,0.236,0.118001364,0,1
4176,15.47,7.22,0,0.231,1,0.319,0.1856263,0,1
4472,15.787,6.71,0,0.221,1,0.071,0.018069815,0,1
4472,15.787,14.4,0,0.347,1,0.457,0.29486653,0,1
864,16.69,5.18,0,2.13,0,0.06,0.01889117,0,1
864,16.69,5.77,0,0.203,1,0.154,0.078028746,0,1
2779,13.844,7.04,0,0.227,1,0.18,0.070910335,0,1
2779,13.844,11.4,0,0.302,1,0.391,0.22833677,0,1
7363,15.646,6.66,0,0.22,1,0.061,0.01451061,0,1
1094,15.853,5.12,0,0.248,1,0.08551,0.033675566,0,1
1094,15.853,6.2,0,0.243,1,0.10725,0.047364816,0,1
1094,15.853,6.39,0,0.215,1,0.22,0.12813142,0,1
2902,14.811,5.69,0,0.201,1,0.091,0.029842572,0,1
6636,15.289,6.08,0,0.209,1,0.098,0.028199865,0,1
6636,15.289,11.4,0,0.302,1,0.132,0.044079397,0,1
6636,15.289,11.1,0,0.297,1,0.224,0.097741276,0,1
3735,15.481,8.6,0,0.256,1,0.119,0.038603697,0,1
1445,11.811,15.6,0,0.363,1,0.207,0.082683094,0.04,1
1445,11.811,12.6,0,0.32,1,0.294,0.13990417,0.51,1
3384,13.647,12.8,0,0.323,1,0.112,0.033675566,0,1
3384,13.647,37.5,0,0.277,1,0.2901,0.14893909,0,1
3407,15.822,7.78,0,0.241,1,0.0668,0.01779603,0,1
5694,15.931,8.35,0,0.252,1,0.117,0.039972622,0,1
5694,15.931,24.4,0,0.474,1,0.215,0.09938398,0,1
5694,15.931,29.5,0,0.53,1,0.5456,0.4060233,0,1
1527,16.216,5.18,0,2.13,0,0.082,0.030116359,0,1
3366,15.944,5.65,0,0.2,1,0.104,0.034770705,0,1
3366,15.944,7.32,0,0.233,1,0.213,0.1026694,0,1
2727,14.952,6.04,0,0.208,1,0.145,0.05557837,0,1
2727,14.952,10.7,0,0.291,1,0.246,0.122929506,0,1
3895,15.283,8.5,0,0.254,1,0.14,0.05284052,0,1
3895,15.283,7.61,0,0.238,1,0.287,0.15496235,0,1
2298,14.142,4,0,0.239,1,0.33,0.18097194,0,1
1430,15.13,1.51,1,0.321,1,0.062,0.01615332,0,1
1430,15.13,1.36,1,0.303,1,0.081,0.024640657,0,1
2266,15.775,5.69,0,0.201,1,0.11,0.039972622,0,1
2266,15.775,7.75,0,0.241,1,0.205,0.100752905,0,1
5827,16.218,5.31,0,2.16,0,0.047,0.009582478,0,1
3446,16.303,5.6,0,2.23,0,0.068,0.01943874,0,1
3446,16.303,7.61,0,0.238,1,0.097,0.03285421,0,1
3446,16.303,6.12,0,0.21,1,0.141,0.056947295,0,1
3179,15.452,9.64,0,0.274,1,0.144,0.05284052,0,1
3179,15.452,14,0,0.342,1,0.286,0.14839152,0,1
4427,15.948,7.8,0,0.242,1,0.071,0.018069815,0,1
545,16.363,4.66,0,2,0,0.0521,0.015879534,0.33,1
545,16.363,5.02,0,2.09,0,0.118,0.05448323,0.33,1
1690,15.617,6.8,0,0.223,1,0.305,0.21218343,0,1
3432,15.232,7.51,0,0.236,1,0.07,0.01889117,0,1
2716,15.547,5,0,0.227,1,0.0919,0.028199865,0,1
2716,15.547,4.5,0,0.209,1,0.1087,0.036413416,0,1
3583,14.25,5.69,0,0.201,1,0.232,0.111430526,0,1
4575,15.694,15.5,0,0.362,1,0.193,0.082683094,0,1
1418,15.065,8.55,0,0.255,1,0.039,0.009034907,0,1
1418,15.065,5.35,0,2.17,0,0.054,0.01451061,0,1
1418,15.065,8,0,0.245,1,0.08,0.026557151,0,1
2833,15.851,10.5,0,0.321,1,0.0571,0.015058179,0,1
2833,15.851,6,0,0.294,1,0.0752,0.022724163,0,1
2833,15.851,9.1,0,0.242,1,0.121,0.045722112,0,1
2530,15.575,6.12,0,0.21,1,0.067,0.019712524,0,1
2530,15.575,6.66,0,0.22,1,0.12,0.047364816,0,1
2530,15.575,5.77,0,0.203,1,0.227,0.12265571,0,1
1878,14.149,7.44,0,0.217,1,0.0917,0.028473647,0,1
1878,14.149,3.64,0,2.2,0,0.1068,0.035865847,0,1
4358,16.019,5.14,0,2.12,0,0.09,0.026557151,0,1
4358,16.019,5.31,0,2.16,0,0.123,0.042162903,0,1
1776,15.418,6.85,0,0.224,1,0.401,0.28856948,0,1
2982,15.726,11.3,0,0.348,1,0.18,0.08021902,0.04,1
2982,15.726,23.1,0,0.785,1,0.5,0.392334,0.02,1
1965,14.376,11.4,0,0.302,1,0.281,0.15468857,0,1
2602,13.01,10.1,0,0.281,1,0.153,0.053935662,0,1
3521,14.304,6.94,0,0.226,1,0.125,0.04106776,0,1
3521,14.304,7.13,0,0.229,1,0.208,0.08843258,0,1
877,12.64,8.75,0,0.259,1,0.064,0.016427105,0,1
3786,15.546,13.7,0,0.336,1,0.402,0.26310745,0,1
3786,15.546,16.1,0,0.37,1,0.791,0.7268994,0,1
1596,13.442,19.9,0,0.42,1,0.056,0.012867898,0,1
1596,13.442,13.1,0,0.328,1,0.105,0.03230664,0,1
1642,13.926,7.41,0,0.235,1,0.069,0.01889117,0,1
1642,13.926,5.86,0,0.204,1,0.191,0.087063655,0,1
5430,15.496,25.9,0,0.491,1,0.16,0.05722108,0,1
1254,12.918,5.99,0,0.207,1,0.11,0.035865847,0,1
1636,14.222,10.1,0,0.281,1,0.26,0.14182067,0,1
2685,15.175,8.8,0,0.26,1,0.053,0.012320329,0,1
2685,15.175,6.99,0,0.227,1,0.105,0.03504449,0,1
2685,15.175,8.2,0,0.249,1,0.22,0.105954826,0,1
1056,16.36,0.5,1,2,0,0.09,0.024093088,0,1
1056,16.36,7.75,0,0.241,1,0.13,0.062422995,0,1
4172,14.111,11.4,0,0.302,1,0.075,0.018069815,0,1
4172,14.111,9.64,0,0.274,1,0.356,0.1856263,0,1
2508,13.677,5.06,0,2.1,0,0.092,0.026283368,0,1
2508,13.677,6.21,0,0.211,1,0.154,0.056673512,0,1
1803,12.19,6.08,0,0.209,1,0.172,0.06652977,0.03,1
1803,12.19,9.27,0,0.268,1,0.257,0.12156058,0.03,1
3944,14.099,3.91,0,0.477,1,0.1662,0.059685145,0,1
3944,14.099,5.57,0,0.359,1,0.2138,0.087063655,0,1
3944,14.099,9.6,0,0.398,1,0.2535,0.112251885,0,1
2638,12.329,6.94,0,0.226,1,0.134,0.04052019,0,1
2638,12.329,11.3,0,0.301,1,0.178,0.062422995,0,1
2550,13.2,5.69,0,0.201,1,0.128,0.04161533,0,1
2550,13.2,6.76,0,0.222,1,0.242,0.1081451,0,1
3025,14.063,6.39,0,0.215,1,0.088,0.024640657,0,1
3272,15.539,7.32,0,0.233,1,0.153,0.060232718,0,1
3272,15.539,9.01,0,0.263,1,0.488,0.34387407,0,1
3210,15.261,7.56,0,0.237,1,0.071,0.01779603,0,1
3210,15.261,9.64,0,0.274,1,0.168,0.065434635,0,1
3121,13.965,6.1,0,0.277,1,0.1385,0.04873374,0,1
3536,16.229,4.8,0,0.273,1,0.214,0.10157426,0,1
3536,16.229,11.1,0,0.285,1,0.287,0.15660506,0,1
3536,16.229,7.85,0,0.243,1,0.5177,0.39014372,0,1
4672,15.242,7.8,0,0.242,1,0.179,0.07063655,0,1
2246,15.735,7.61,0,0.238,1,0.12,0.046269678,0,1
2246,15.735,11.6,0,0.306,1,0.246,0.13552362,0,1
3592,15.516,7.85,0,0.243,1,0.21,0.09336071,0,1
3592,15.516,8.5,0,0.254,1,0.381,0.22861055,0,1
4708,15.805,12.2,0,0.315,1,0.178,0.07008898,0,1
4708,15.805,2.9,0,0.384,1,0.307,0.15797399,0,1
4708,15.805,2.7,0,0.358,1,0.372,0.21108828,0,1
2858,15.011,5.06,0,2.1,0,0.075,0.019712524,0,1
3035,13.635,6.9,0,0.225,1,0.3,0.15112936,0,1
2908,13.754,5.27,0,2.15,0,0.312,0.16427104,0,1
2515,12.946,10.7,0,0.291,1,0.186,0.0733744,0,1
2515,12.946,14.3,0,0.346,1,0.36,0.1982204,0,1
1722,11.941,7.13,0,0.328,1,0.1283,0.044353183,0,1
4041,15.643,7.51,0,0.236,1,0.141,0.054757014,0,1
2385,13.475,5.86,0,0.204,1,0.326,0.17193703,0,1
209,9.770001,12.2,0,1.94,0,0.2076,0.10896646,0.15,1
4673,15.76,13.2,0,0.271,1,0.127,0.04161533,0,1
4673,15.76,7.36,0,0.234,1,0.3024,0.15441479,0,1
2835,13.177,10.3,0,0.285,1,0.082,0.020260096,0,1
2835,13.177,12.3,0,0.316,1,0.161,0.056125943,0,1
730,12.259,17.9,0,0.473,1,0.378,0.2422998,0,1
3161,16.357,6.62,0,0.219,1,0.144,0.06105407,0,1
3161,16.357,31.6,0,0.551,1,0.48,0.37097877,0,1
3150,13.366,5.27,0,2.15,0,0.269,0.12950034,0,1
3150,13.366,5.77,0,0.203,1,0.6503,0.5045859,0,1
3474,16.181,19.6,0,0.416,1,0.188,0.08131417,0,1
481,9.495,8.44,0,0.253,1,0.1226,0.04873374,0.17,1
501,12.448,26.4,0,0.394,1,0.0739,0.021355236,0.11,1
501,12.448,15.2,0,0.296,1,0.279,0.15879534,0.13,1
501,12.448,10.8,0,0.293,1,0.186,0.0862423,0.02,1
1349,13.378,29.9,0,0.269,1,0.0699,0.019712524,0,1
2253,14.166,6.57,0,0.219,1,0.1021,0.03340178,0,1
3177,15.864,7.7,0,0.24,1,0.1194,0.043531828,0,1
3270,14.824,23.7,0,0.466,1,0.1024,0.03340178,0,1
1137,13.611,16.1,0,0.371,1,1.219,1.9,0.04,1
2993,13.908,10.6,0,0.29,1,0.2244,0.09856263,0,1
1921,15.971,7.9,0,0.24,1,0.339,0.17522246,0.19,1
1921,15.971,6.04,0,0.208,1,0.1158,0.04599589,0,1
992,14.628,5.22,0,2.14,0,0.288,0.18261464,0.02,1
2469,14.654,5.65,0,0.2,1,0.563,0.48761123,0.03,1
2617,16.207,6.04,0,0.21,1,0.495,0.4865161,0.11,1
415,18.19,6.85,0,0.22,1,0.0301,0.013415469,0,1
789,11.448,8.07,0,0.247,1,0.1979,0.092265576,0.05,1
1487,11.991,19.4,0,0.548,1,0.1993,0.078028746,0.02,1
1445,13.672,16,0,0.553,1,0.7903,0.6584531,0.04,1
753,11.567,6.05338,0,0.21,1,0.0954,0.02902122,0,1
3498,14.411,9.19,0,0.266,1,0.0996,0.029295003,0,1
5202,14.027,16.4,0,0.375,1,0.154,0.056673512,0,1
4156,13.834,26.1,0,0.492,1,0.7211,0.602601,0,1
2258,13.457,7.18,0,0.23,1,0.0821,0.022724163,0,1
1946,11.632,6,0,0.357,1,0.7584,0.56837785,0.11,1
1288,12.999,9.53,0,0.272,1,0.078,0.024640657,0,1
2178,12.75,10.9,0,0.294,1,0.0765,0.019986311,0,1
1804,12.651,9.01,0,0.263,1,0.0953,0.027104722,0,1
1729,12.799,8.5,0,0.254,1,0.2671,0.13990417,0,1
1521,12.428,5.69,0,0.201,1,0.1651,0.06844627,0,1
1000,13.898,10.5,0,0.287,1,0.0483,0.011498973,0,1
2955,13.548,15.6,0,0.364,1,0.1186,0.039972622,0,1
2745,13.629,9.59,0,0.273,1,0.0606,0.015605749,0,1
914,13.512,6.76,0,0.222,1,0.0399,0.008487337,0,1
2654,14.018,9.69,0,0.275,1,0.1126,0.03832991,0,1
1370,14.156,7.8,0,0.242,1,0.1032,0.03613963,0,1
1125,13.724,5.14,0,2.12,0,0.0994,0.034223136,0,1
3344,15.31,2.07,0,0.272,1,0.2877,0.13552362,0.02,1
3344,15.31,3.17,0,0.415,1,0.9638,0.8301164,0.04,1
3344,15.31,19.02,0,0.628,1,0.6992,0.5130732,0.02,1
2765,13.23,8.15,0,0.248,1,0.0605,0.013415469,0,1
2654,14.054,6.8,0,0.223,1,0.0894,0.027652293,0,1
1021,14.049,6.17,0,0.211,1,0.2537,0.15441479,0,1
2806,13.452,10.4,0,0.286,1,0.2072,0.082683094,0,1
1247,13.077,5.82,0,0.203,1,0.0896,0.027378507,0,1
2846,14.882,7.65,0,0.239,1,0.2141,0.105954826,0,1
2846,14.882,8.12,0,0.248,1,0.0337,0.006570842,0,1
2149,14.942,23.8,0,0.467,1,0.0427,0.009308693,0,1
1974,15.106,5.99,0,0.207,1,0.0747,0.022724163,0,1
4214,14.95,30.4,0,0.539,1,0.0457,0.009856262,0,1
3063,14.349,9.43,0,0.27,1,0.0897,0.026283368,0,1
1816,14.63,5.35,0,2.17,0,0.0598,0.015331964,0,1
1015,15.655,5.9,0,0.227,1,0.07821,0.029842572,0,1
1592,12.285,24.472,0,0.357,1,0.0456,0.008761123,0,1
2634,14.324,7.18,0,0.23,1,0.0806,0.023271732,0,1
3671,14.886,17.1,0,0.384,1,0.0627,0.015331964,0,1
5190,15.136,20.4,0,0.426,1,0.0535,0.011772759,0,1
924,15.607,7.27,0,0.232,1,0.1445,0.075290896,0,1
745,11.094,7.9,0,0.244,1,0.075,0.01889117,0,1
1084,11.848,6.76,0,0.222,1,0.2384,0.11416838,0,1
816,10.544,8.2,0,2.17,0,0.087,0.025735795,0,1
1260,12.067,6.66,0,0.22,1,0.134,0.053661875,0,1
2127,12.711,33.1,0,0.567,1,0.8589,0.8120466,0,1
2127,12.711,16.5,0,0.376,1,0.1722,0.07282683,0,1
1525,12.728,7.7,0,0.24,1,0.2194,0.094182074,0,1
1527,13.019,5.48,0,2.2,0,0.1789,0.079123884,0,1
2241,12.121,27.9,0,0.512,1,0.1992,0.068172485,0,1
946,12.372,7.61,0,0.238,1,0.2897,0.16673511,0,1
1102,12.573,5.1,0,2.11,0,0.081,0.023271732,0,1
804,12.77,5.06,0,2.1,0,0.1594,0.06652977,0,1
2557,14.885,2.1,0,0.633,1,0.2514,0.12375086,0.04,1
2557,14.885,4,0,0.803,1,0.384,0.23353869,0.01,1
2557,14.885,7.6,0,0.865,1,0.509,0.35646817,0.01,1
2710,12.94,10.2,0,0.284,1,0.1699,0.06078029,0,1
3239,13.613,7.41,0,0.235,1,0.1396,0.051197812,0,1
