distance,stellar_magnitude,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,planet_type,,,
1830,15.05,5.6,Earth,2.23,Earth,0.11,0.041889116,0,1,,,
1339,14.357,17,Earth,0.345,Jupiter,0.633,0.47939768,0.06,1,,,
1102,16.069,10.9,Earth,0.295,Jupiter,0.1072,0.048186176,0,1,,,
2044,13.621,9.45,Earth,0.271,Jupiter,0.1137,0.03942505,0,1,,,
1094,13.737,8.44,Earth,0.253,Jupiter,0.1006,0.03285421,0,1,,,
4500,15.104,8.66,Earth,0.257,Jupiter,0.1761,0.07063655,0,1,,,
4500,15.104,10.5,Earth,0.289,Jupiter,0.2383,0.111430526,0,1,,,
2045,13.52,9.19,Earth,0.266,Jupiter,0.4256,0.22888432,0,1,,,
4357,15.792,17.4,Earth,0.388,Jupiter,0.124,0.042162903,0,1,,,
1773,16.473,8.15,Earth,0.248,Jupiter,0.0745,0.026009582,0,1,,,
1969,14.857,5.77,Earth,0.203,Jupiter,0.072,0.021081451,0,1,,,
1969,14.857,6.26,Earth,0.212,Jupiter,0.195,0.09390828,0,1,,,
6739,15.743,11.2,Earth,0.299,Jupiter,0.1528,0.056125943,0,1,,,
1276,12.548,9.11,Earth,0.265,Jupiter,0.5726,0.41314167,0,1,,,
2372,13.783,8.93,Earth,0.262,Jupiter,0.2127,0.092539355,0,1,,,
3303,15.697,10.4,Earth,0.286,Jupiter,0.3017,0.17138946,0,1,,,
2124,13.672,9.93,Earth,0.279,Jupiter,0.3076,0.1724846,0,1,,,
,13.485,11.3,Earth,0.301,Jupiter,0.1954,0.081861734,0,1,,,
2399,13.806,7.76,Earth,0.241,Jupiter,0.1624,0.060506504,0,1,,,
2764,15.02,10.9,Earth,0.295,Jupiter,0.5302,0.4052019,0,1,,,
2474,14.646,7.05,Earth,0.228,Jupiter,0.32,0.19137578,0,1,,,
3783,15.907,8.7,Earth,0.258,Jupiter,0.1134,0.04052019,0,1,,,
2029,15.951,8.6,Earth,0.256,Jupiter,0.2253,0.13059549,0,1,,,
3725,16.096,7.16,Earth,0.23,Jupiter,0.1485,0.056125943,0,1,,,
4383,14.842,7.7,Earth,0.24,Jupiter,0.116,0.03613963,0,1,,,
2296,14.882,8.3,Earth,0.251,Jupiter,0.7097,0.64229983,0,1,,,
4914,15.505,8.29,Earth,0.251,Jupiter,0.3244,0.18042438,0,1,,,
1326,14.424,5.48,Earth,2.2,Earth,0.105,0.03778234,0,1,,,
1326,14.424,7.18,Earth,0.23,Jupiter,0.359,0.2384668,0,1,,,
2341,13.764,8.76,Earth,0.259,Jupiter,0.7576,0.64120466,0,1,,,
1905,14.722,5.57,Earth,2.222,Earth,0.5608,0.46297058,0,1,,,
5328,15.8,4.47,Earth,2.03,Earth,0.08,0.024640657,0.03,1,,,
894,11.642,9.93,Earth,0.279,Jupiter,0.3192,0.17987679,0,1,,,
2409,14.344,8.55,Earth,0.255,Jupiter,0.131,0.045722112,0,1,,,
996,12.695,10.3,Earth,0.285,Jupiter,0.1159,0.040793974,0,1,,,
510,14.946,5.83,Earth,0.204,Jupiter,0.0903,0.03778234,0,1,,,
1336,11.041,10.7,Earth,0.291,Jupiter,0.1047,0.028199865,0,1,,,
1705,12.881,16,Earth,0.369,Jupiter,0.2178,0.09746748,0,1,,,
638,13.129,6.46,Earth,0.216,Jupiter,0.1916,0.09746748,0,1,,,
3291,13.323,9.21,Earth,0.267,Jupiter,0.2014,0.08405202,0,1,,,
1225,12.821,7.12,Earth,0.229,Jupiter,0.4878,0.37015742,0,1,,,
2953,13.478,14.8,Earth,0.352,Jupiter,0.0674,0.01670089,0,1,,,
2818,15.101,6.08,Earth,0.209,Jupiter,0.05,0.011498973,0,1,,,
2818,15.101,7.08,Earth,0.228,Jupiter,0.098,0.031485286,0,1,,,
2053,14.822,10.4,Earth,0.287,Jupiter,0.1043,0.034770705,0,1,,,
2092,15.085,9.9,Earth,0.278,Jupiter,0.0519,0.012594113,0,1,,,
2519,14.997,8.58,Earth,0.256,Jupiter,0.0819,0.025188226,0,1,,,
2646,14.383,8.65,Earth,0.257,Jupiter,0.2249,0.10896646,0,1,,,
3460,14.961,8.43,Earth,0.253,Jupiter,0.0683,0.01779603,0,1,,,
1822,13.153,8.31,Earth,0.251,Jupiter,0.1302,0.045722112,0,1,,,
1274,13.851,6.84,Earth,0.224,Jupiter,0.1306,0.050376453,0,1,,,
2917,15.751,10.2,Earth,0.283,Jupiter,0.0796,0.024640657,0,1,,,
2126,15.279,9.04,Earth,0.264,Jupiter,0.0535,0.013141684,0,1,,,
1880,15.676,14.4,Earth,0.347,Jupiter,0.0418,0.011498973,0,1,,,
2703,14.703,6.12,Earth,0.21,Jupiter,0.04,0.007939767,0,1,,,
2703,14.703,8.55,Earth,0.255,Jupiter,0.068,0.017522246,0,1,,,
2703,14.703,5.69,Earth,0.201,Jupiter,0.118,0.039972622,0,1,,,
2703,14.703,8.05,Earth,0.246,Jupiter,0.211,0.09609856,0,1,,,
4655,15.478,18.4,Earth,0.4,Jupiter,0.1131,0.03778234,0,1,,,
554,12.742,8.92,Earth,0.262,Jupiter,0.1401,0.059685145,0,1,,,
4206,14.884,15.7,Earth,0.366,Jupiter,0.2015,0.08843258,0,1,,,
6787,15.612,12.8,Earth,0.324,Jupiter,0.0933,0.025188226,0,1,,,
4837,15.598,9.74,Earth,0.276,Jupiter,0.0714,0.018617386,0,1,,,
4665,14.808,14.3,Earth,0.346,Jupiter,0.2188,0.103490755,0,1,,,
,15.498,25.1,Earth,0.481,Jupiter,0.297,0.17686516,0,1,,,
4250,15.649,8.37,Earth,0.252,Jupiter,0.0781,0.021081451,0,1,,,
2556,14.899,6.48,Earth,0.217,Jupiter,0.0697,0.019986311,0,1,,,
2718,14.357,6.48,Earth,0.217,Jupiter,0.074,0.021902807,0,1,,,
3463,15.454,11,Earth,0.296,Jupiter,0.0779,0.022450376,0,1,,,
2184,14.512,5.38,Earth,2.178,Earth,0.2587,0.13552362,0,1,,,
3561,15.566,13.6,Earth,0.336,Jupiter,0.2093,0.10157426,0,1,,,
4310,16.1966,16.8,Earth,0.381,Jupiter,0.066,0.016974675,0,1,,,
3534,16.004,7.81,Earth,0.242,Jupiter,0.0615,0.015879534,0,1,,,
1255,14.53,5.43,Earth,2.19,Earth,0.677,0.67734426,0,1,,,
4884,15.702,30.1,Earth,0.536,Jupiter,0.6785,0.56372344,0,1,,,
3141,16.0249,18.7,Earth,0.405,Jupiter,0.2698,0.15441479,0,1,,,
2308,15.59,5.59,Earth,2.227,Earth,0.1179,0.043805614,0,1,,,
2345,16.007,6.53,Earth,0.218,Jupiter,0.0718,0.022450376,0,1,,,
3205,14.544,29.4,Earth,0.528,Jupiter,0.1668,0.0678987,0,1,,,
2633,15.817,8.99,Earth,0.263,Jupiter,0.1335,0.053935662,0,1,,,
5181,15.119,7.13,Earth,0.229,Jupiter,0.0919,0.027378507,0,1,,,
4281,15.225,7.08,Earth,0.228,Jupiter,0.105,0.032580424,0,1,,,
4281,15.225,9.8,Earth,0.277,Jupiter,0.213,0.09308693,0,1,,,
,14.472,5.86,Earth,0.204,Jupiter,0.2084,0.10485968,0,1,,,
5427,15.239,8.05,Earth,0.246,Jupiter,0.204,0.080766596,0,1,,,
5032,14.91,18.8,Earth,0.406,Jupiter,0.3512,0.19301848,0,1,,,
2494,15.04,6.78,Earth,0.223,Jupiter,0.0917,0.028473647,0,1,,,
1635,12.96,5.81,Earth,0.203,Jupiter,0.4229,0.28747433,0,1,,,
2676,16.206,9.34,Earth,0.269,Jupiter,0.2873,0.16344969,0,1,,,
2064,13.565,5.62,Earth,2.233,Earth,0.1286,0.041341547,0,1,,,
1430,12.487,18.2,Earth,0.398,Jupiter,0.3987,0.24421628,0,1,,,
1720,14.767,23,Earth,0.232,Jupiter,0.102,0.03504449,0,1,,,
1902,14.418,8.45,Earth,0.253,Jupiter,0.1261,0.04599589,0,1,,,
1845,13.802,15.5,Earth,0.362,Jupiter,0.3815,0.24257357,0,1,,,
2843,13.546,7.68,Earth,0.24,Jupiter,0.0418,0.008761123,0,1,,,
2222,13.085,12.1,Earth,0.313,Jupiter,0.2489,0.11170431,0,1,,,
2664,14.02,10.2,Earth,0.284,Jupiter,0.3096,0.16372347,0,1,,,
2143,13.429,12.9,Earth,0.325,Jupiter,0.3986,0.2346338,0,1,,,
2252,13.68,7.33,Earth,0.233,Jupiter,0.2124,0.09582478,0,1,,,
2020,14.112,5.19,Earth,2.132,Earth,0.1031,0.03340178,0,1,,,
4163,15.273,9.36,Earth,0.269,Jupiter,0.0956,0.027652293,0,1,,,
2964,15.132,9.44,Earth,0.271,Jupiter,0.1264,0.044626966,0,1,,,
4682,15.171,5.84,Earth,0.312,Jupiter,0.2184,0.1010267,0,1,,,
4682,15.171,14.7,Earth,0.779,Jupiter,0.2655,0.13524984,0,1,,,
2579,14.907,12.7,Earth,0.322,Jupiter,0.4276,0.29952088,0,1,,,
3140,15.713,6.26,Earth,0.212,Jupiter,0.0574,0.013415469,0,1,,,
997,13.875,5.6,Earth,2.229,Earth,0.0582,0.015879534,0,1,,,
2880,15.423,8.24,Earth,0.25,Jupiter,0.1072,0.037234772,0,1,,,
2433,14.245,7.77,Earth,0.241,Jupiter,0.1379,0.053661875,0,1,,,
2818,14.088,10.1,Earth,0.282,Jupiter,0.3659,0.21492128,0,1,,,
2540,14.564,5.99,Earth,0.207,Jupiter,0.227,0.10759754,0,1,,,
1828,15.484,6.25,Earth,0.212,Jupiter,0.0343,0.007665982,0,1,,,
1995,14.449,8.4,Earth,0.253,Jupiter,0.3543,0.21957563,0,1,,,
2336,14.876,8.75,Earth,0.259,Jupiter,0.085,0.026283368,0,1,,,
2336,14.876,8.65,Earth,0.257,Jupiter,0.142,0.05639973,0,1,,,
2336,14.876,14.8,Earth,0.352,Jupiter,0.397,0.26475015,0,1,,,
3491,14.179,10,Earth,0.281,Jupiter,0.197,0.08651608,0,1,,,
1964,13.529,9.91,Earth,0.278,Jupiter,0.0761,0.021081451,0,1,,,
1961,15.566,6.89,Earth,0.225,Jupiter,0.0488,0.011498973,0,1,,,
3881,15.949,13.8,Earth,0.338,Jupiter,0.0787,0.024093088,0,1,,,
2694,14.493,8,Earth,0.245,Jupiter,0.1879,0.080766596,0,1,,,
4366,15.421,9.58,Earth,0.273,Jupiter,0.1637,0.06406571,0,1,,,
1289,16.391,5.94,Earth,0.206,Jupiter,0.1082,0.046269678,0,1,,,
7355,15.99,15.9,Earth,0.368,Jupiter,0.1028,0.032580424,0,1,,,
2738,15.28,7.8,Earth,0.242,Jupiter,0.0915,0.028473647,0,1,,,
2077,15.905,6,Earth,0.207,Jupiter,0.1748,0.09062286,0,1,,,
3190,16.173,6.15,Earth,0.21,Jupiter,0.0813,0.024640657,0,1,,,
4238,14.127,7.77,Earth,0.241,Jupiter,0.0988,0.029842572,0,1,,,
3334,15.424,9.4,Earth,0.27,Jupiter,0.1467,0.06379192,0,1,,,
2269,14.488,9.32,Earth,0.269,Jupiter,0.229,0.11471595,0,1,,,
3294,15.4,14.6,Earth,0.35,Jupiter,0.4137,0.2767967,0,1,,,
4536,15.327,14.1,Earth,0.343,Jupiter,0.3462,0.2091718,0,1,,,
4597,15.631,6.01,Earth,0.207,Jupiter,0.0765,0.019712524,0,1,,,
2369,15.814,6.21,Earth,0.211,Jupiter,0.0371,0.007939767,0,1,,,
3284,15.621,7.99,Earth,0.245,Jupiter,0.0984,0.03340178,0,1,,,
2442,15.346,5.79,Earth,0.203,Jupiter,0.2348,0.12128679,0,1,,,
4447,15.489,14.5,Earth,0.348,Jupiter,0.1337,0.04517454,0,1,,,
4650,15.759,9.9,Earth,0.278,Jupiter,0.1964,0.08487337,0,1,,,
2609,14.795,7.24,Earth,0.231,Jupiter,0.1244,0.04517454,0,1,,,
2928,15.804,7.5,Earth,0.236,Jupiter,0.1416,0.060506504,0,1,,,
3393,14.976,6.26,Earth,0.212,Jupiter,0.4267,0.26173854,0,1,,,
2844,14.985,5.13,Earth,2.116,Earth,0.0924,0.028199865,0,1,,,
2218,15.218,6.71,Earth,0.221,Jupiter,0.0559,0.014236824,0,1,,,
5053,14.942,7.18,Earth,0.23,Jupiter,0.096,0.026830938,0,1,,,
5053,14.942,11.6,Earth,0.306,Jupiter,0.157,0.056673512,0,1,,,
3448,13.605,11.1,Earth,0.297,Jupiter,0.3259,0.15468857,0,1,,,
4581,15.615,12.2,Earth,0.315,Jupiter,0.0997,0.03285421,0,1,,,
4804,15.558,7.05,Earth,0.228,Jupiter,0.0602,0.01451061,0,1,,,
1674,15.192,8.13,Earth,0.248,Jupiter,0.4644,0.35920602,0,1,,,
3013,14.746,6.14,Earth,0.21,Jupiter,0.116,0.03832991,0,1,,,
2559,13.086,7.8,Earth,0.242,Jupiter,0.171,0.069815196,0,1,,,
5886,15.995,9.46,Earth,0.271,Jupiter,0.0478,0.010677618,0,1,,,
2318,16.117,6.52,Earth,0.218,Jupiter,0.0885,0.03175907,0,1,,,
5525,16.027,7.97,Earth,0.245,Jupiter,0.0989,0.030390145,0,1,,,
2061,15.997,6.29,Earth,0.213,Jupiter,0.2597,0.15687884,0,1,,,
1991,14.42,6.17,Earth,0.211,Jupiter,0.092,0.029295003,0,1,,,
1991,14.42,6.76,Earth,0.222,Jupiter,0.179,0.07939767,0,1,,,
5186,15.699,14.5,Earth,0.348,Jupiter,0.1016,0.03285421,0,1,,,
1381,14.381,7.21,Earth,0.231,Jupiter,0.2119,0.10896646,0,1,,,
2717,15.959,6.44,Earth,0.216,Jupiter,0.3575,0.24120465,0,1,,,
2707,13.709,5.5,Earth,2.207,Earth,0.2408,0.10951403,0,1,,,
4019,15.847,5.49,Earth,2.203,Earth,0.1199,0.044079397,0,1,,,
2823,13.64,5.74,Earth,0.202,Jupiter,0.2555,0.123203285,0,1,,,
894,14.157,10.1,Earth,0.281,Jupiter,0.6266,0.5776865,0,1,,,
1328,13.566,5.07,Earth,2.101,Earth,0.0453,0.009856262,0,1,,,
2788,14.822,6.44,Earth,0.216,Jupiter,0.0308,0.005475702,0,1,,,
2741,15.966,6.28,Earth,0.213,Jupiter,0.0465,0.010403832,0,1,,,
1331,15.434,5.52,Earth,2.211,Earth,0.2633,0.15496235,0,1,,,
5416,15.201,10.5,Earth,0.288,Jupiter,0.2039,0.09445585,0,1,,,
4874,15.587,8.86,Earth,0.261,Jupiter,0.0521,0.012046544,0,1,,,
3728,14.297,7.61,Earth,0.238,Jupiter,0.099,0.02902122,0,1,,,
1993,16.088,5.13,Earth,2.117,Earth,0.054,0.017248461,0,1,,,
3449,15.898,9.17,Earth,0.266,Jupiter,0.5368,0.4364134,0,1,,,
4494,15.642,10.6,Earth,0.29,Jupiter,0.4438,0.28309378,0,1,,,
3456,15.627,7.18,Earth,0.23,Jupiter,0.16,0.06652977,0,1,,,
4456,15.955,8.88,Earth,0.261,Jupiter,0.1421,0.05448323,0,1,,,
4551,15.715,8.98,Earth,0.263,Jupiter,0.2082,0.10212183,0,1,,,
3159,14.719,10.3,Earth,0.285,Jupiter,0.066,0.016427105,0,1,,,
3210,15.787,5.14,Earth,2.119,Earth,0.0615,0.01670089,0,1,,,
5653,15.844,9.8,Earth,0.277,Jupiter,0.2529,0.122929506,0,1,,,
3207,16.01,8.32,Earth,0.251,Jupiter,0.1546,0.066255994,0,1,,,
1413,13.771,17.3,Earth,0.49,Jupiter,0.0752,0.020807665,0,1,,,
1413,13.771,16.4,Earth,0.623,Jupiter,0.1172,0.040793974,0,1,,,
5791,15.456,5.85,Earth,0.204,Jupiter,0.1321,0.04681725,0,1,,,
4438,15.322,8.13,Earth,0.248,Jupiter,0.0738,0.020260096,0,1,,,
5290,15.911,8.97,Earth,0.263,Jupiter,0.1954,0.084325805,0,1,,,
4941,16.261,10.4,Earth,0.287,Jupiter,0.114,0.03778234,0,1,,,
6706,15.779,7.35,Earth,0.234,Jupiter,0.2053,0.08569473,0,1,,,
3360,15.533,5.89,Earth,0.205,Jupiter,0.2524,0.12895277,0,1,,,
3841,16.161,7.38,Earth,0.234,Jupiter,0.2107,0.10376455,0,1,,,
1939,14.987,5.82,Earth,0.203,Jupiter,0.0599,0.01615332,0,1,,,
2890,14.392,9.03,Earth,0.264,Jupiter,0.2043,0.08295688,0,1,,,
3030,13.103,8.72,Earth,0.258,Jupiter,0.1557,0.054757014,0,1,,,
4385,15.388,5.86,Earth,0.204,Jupiter,0.1077,0.03613963,0,1,,,
6233,15.084,7.53,Earth,0.237,Jupiter,0.1216,0.041889116,0,1,,,
5778,15.382,9.28,Earth,0.268,Jupiter,0.2588,0.12785764,0,1,,,
2177,15.8,5.97,Earth,0.207,Jupiter,0.2197,0.117453806,0,1,,,
3559,13.312,11.5,Earth,0.304,Jupiter,0.3859,0.2020534,0,1,,,
1658,11.788,9.65,Earth,0.274,Jupiter,0.2987,0.16262834,0,1,,,
2126,14.308,7.95,Earth,0.244,Jupiter,0.09,0.027104722,0,1,,,
2126,14.308,8.2,Earth,0.249,Jupiter,0.15,0.05804244,0,1,,,
2023,12.671,7.53,Earth,0.237,Jupiter,0.2356,0.10568104,0,1,,,
2951,14.522,6.82,Earth,0.223,Jupiter,0.0463,0.010951404,0,1,,,
2842,13.393,10.2,Earth,0.282,Jupiter,0.5548,0.34661192,0,1,,,
2952,14.163,9.39,Earth,0.27,Jupiter,0.0943,0.026557151,0,1,,,
3292,14.712,6.3,Earth,0.213,Jupiter,0.106,0.031211497,0,1,,,
3292,14.712,8,Earth,0.245,Jupiter,0.286,0.13880904,0,1,,,
4875,14.943,7.51,Earth,0.236,Jupiter,0.2054,0.08569473,0,1,,,
2748,14.91,5.13,Earth,2.117,Earth,0.0516,0.012594113,0,1,,,
3511,15.582,8.05,Earth,0.246,Jupiter,0.0918,0.026830938,0,1,,,
3269,15.508,6.75,Earth,0.222,Jupiter,0.0394,0.008213553,0,1,,,
8538,15.231,5.56,Earth,2.22,Earth,0.0352,0.006023272,0,1,,,
3582,14.969,7.22,Earth,0.231,Jupiter,0.131,0.047364816,0,1,,,
3582,14.969,6.35,Earth,0.214,Jupiter,0.275,0.14455852,0,1,,,
4167,14.367,6,Earth,0.207,Jupiter,0.1435,0.056673512,0,1,,,
1472,14.239,5.65,Earth,0.2,Jupiter,0.24,0.12977414,0,1,,,
1472,14.239,7.56,Earth,0.237,Jupiter,0.4484,0.33429158,0,1,,,
1616,13.684,8.35,Earth,0.252,Jupiter,0.131,0.04873374,0,1,,,
1616,13.684,6.66,Earth,0.22,Jupiter,0.259,0.1357974,0,1,,,
1700,13.796,9.85,Earth,0.277,Jupiter,0.158,0.06461328,0,1,,,
1700,13.796,10.6,Earth,0.29,Jupiter,0.316,0.18370979,0,1,,,
713,12.035,13.1,Earth,0.328,Jupiter,,0.07857632,0.21,1,,,
713,12.035,22.5,Earth,0.451,Jupiter,,0.1724846,0.05,1,,,
2172,13.932,5.18,Earth,2.13,Earth,0.08,0.023545519,0,1,,,
2076,12.991,6.62,Earth,0.219,Jupiter,0.175,0.07036277,0,1,,,
2076,12.991,8.5,Earth,0.254,Jupiter,0.573,0.41587952,0,1,,,
2294,14.14,7.13,Earth,0.229,Jupiter,0.043,0.008761123,0,1,,,
2240,13.977,6.94,Earth,0.226,Jupiter,0.117,0.03942505,0,1,,,
2856,13.164,11,Earth,0.295,Jupiter,0.068,0.01615332,0,1,,,
1882,14.132,5.73,Earth,0.202,Jupiter,0.122,0.044079397,0,1,,,
1882,14.132,9.8,Earth,0.277,Jupiter,0.231,0.11416838,0,1,,,
922,12.61,12.75,Earth,0.272,Jupiter,0.0949,0.029842572,0.16,1,,,
922,12.61,10.07,Earth,0.245,Jupiter,0.3506,0.21245721,0,1,,,
922,12.61,19.96,Earth,0.42,Jupiter,0.2055,0.095551,0.15,1,,,
759,14.126,8.96,Earth,0.262,Jupiter,0.032,0.006844627,0,1,,,
759,14.126,12.8,Earth,0.323,Jupiter,0.07,0.021902807,0,1,,,
2242,13.129,7.95,Earth,0.244,Jupiter,0.207,0.087063655,0,1,,,
2071,13.705,6.08,Earth,0.209,Jupiter,0.057,0.013141684,0,1,,,
3942,14.057,7.32,Earth,0.233,Jupiter,0.13,0.04298426,0,1,,,
3942,14.057,5.18,Earth,2.13,Earth,0.194,0.0788501,0,1,,,
3874,14.054,6.12,Earth,0.21,Jupiter,0.079,0.021081451,0,1,,,
3874,14.054,9.48,Earth,0.271,Jupiter,0.136,0.047638603,0,1,,,
3603,13.155,5.6,Earth,2.23,Earth,0.065,0.014784395,0,1,,,
2141,14.035,10,Earth,0.28,Jupiter,0.248,0.12238193,0,1,,,
2141,14.035,7.56,Earth,0.237,Jupiter,0.4865,0.34086242,0,1,,,
2567,13.823,9.01,Earth,0.263,Jupiter,0.057,0.012594113,0,1,,,
2567,13.823,12.5,Earth,0.319,Jupiter,0.165,0.062149215,0,1,,,
1257,13.97,7.9,Earth,0.244,Jupiter,0.087,0.027378507,0,1,,,
1257,13.97,7.41,Earth,0.235,Jupiter,0.13,0.050376453,0,1,,,
2475,15.407,10.1,Earth,0.282,Jupiter,0.048,0.010677618,0,1,,,
2475,15.407,19.4,Earth,0.414,Jupiter,0.091,0.027652293,0,1,,,
2475,15.407,13.2,Earth,0.329,Jupiter,0.18,0.07693361,0,1,,,
6066,15.69,7.4,Earth,0.267,Jupiter,0.0756,0.020260096,0.08,1,,,
6066,15.69,5.1,Earth,0.307,Jupiter,0.0916,0.026830938,0.15,1,,,
6066,15.69,8,Earth,0.467,Jupiter,0.1201,0.04052019,0.04,1,,,
6066,15.69,4.8,Earth,0.41,Jupiter,0.1455,0.053935662,0.05,1,,,
2551,15.801,9.91,Earth,0.278,Jupiter,0.058,0.01615332,0,1,,,
2551,15.801,5.9,Earth,0.205,Jupiter,0.089,0.030937715,0,1,,,
3533,15.623,9.85,Earth,0.277,Jupiter,0.09,0.026009582,0,1,,,
3533,15.623,9.48,Earth,0.271,Jupiter,0.29,0.14893909,0,1,,,
5365,15.902,7.75,Earth,0.241,Jupiter,0.052,0.011225188,0,1,,,
5365,15.902,15.4,Earth,0.36,Jupiter,0.101,0.030390145,0,1,,,
2695,16.22,5.48,Earth,2.2,Earth,0.062,0.017248461,0,1,,,
2695,16.22,21.5,Earth,0.439,Jupiter,0.117,0.044079397,0,1,,,
2695,16.22,14.2,Earth,0.343,Jupiter,0.22,0.11279946,0,1,,,
2416,15.264,16.8,Earth,0.38,Jupiter,0.191,0.08925393,0,1,,,
4401,15.565,9.69,Earth,0.275,Jupiter,0.054,0.012046544,0,1,,,
4401,15.565,14,Earth,0.342,Jupiter,0.101,0.031211497,0,1,,,
2794,15.477,6.48,Earth,0.217,Jupiter,0.077,0.023271732,0,1,,,
2794,15.477,7.8,Earth,0.242,Jupiter,0.287,0.16536619,0,1,,,
5653,15.747,13.2,Earth,0.33,Jupiter,0.04,0.007392197,0,1,,,
5653,15.747,12.1,Earth,0.313,Jupiter,0.077,0.019712524,0,1,,,
1396,16.567,5.6,Earth,2.23,Earth,0.037,0.009034907,0,1,,,
1396,16.567,5.56,Earth,2.22,Earth,0.213,0.12648872,0,1,,,
5868,15.297,6.3,Earth,0.213,Jupiter,0.069,0.016974675,0,1,,,
5868,15.297,9.64,Earth,0.274,Jupiter,0.115,0.03613963,0,1,,,
5868,15.297,0.534,Jupiter,0.5,Jupiter,0.1658,0.06488707,0,1,,,
2114,15.252,6.04,Earth,0.208,Jupiter,0.095,0.03230664,0,1,,,
2114,15.252,6.85,Earth,0.224,Jupiter,0.268,0.15386721,0,1,,,
2726,13.567,0.8,Jupiter,1.9,Earth,0.075,0.01943874,0.06,1,,,
2726,13.567,2.7,Jupiter,0.285,Jupiter,0.099,0.029295003,0.02,1,,,
1670,15.708,6.04,Earth,0.208,Jupiter,0.094,0.034770705,0,1,,,
1670,15.708,7.13,Earth,0.229,Jupiter,0.189,0.09883641,0,1,,,
1958,15.489,7.32,Earth,0.233,Jupiter,0.075,0.022450376,0,1,,,
2263,15.159,6.57,Earth,0.219,Jupiter,0.062,0.015605749,0,1,,,
3381,15.747,8.05,Earth,0.246,Jupiter,0.05,0.011772759,0,1,,,
2810,15.546,7.13,Earth,0.229,Jupiter,0.071,0.02053388,0,1,,,
2810,15.546,21.6,Earth,0.27,Jupiter,0.202,0.09938398,0,1,,,
2042,15.197,6.08,Earth,0.209,Jupiter,0.052,0.012594113,0,1,,,
2165,15.199,15.7,Earth,0.365,Jupiter,0.084,0.025735795,0,1,,,
2165,15.199,14.7,Earth,0.352,Jupiter,0.14,0.056125943,0,1,,,
2410,15.506,9.38,Earth,0.269,Jupiter,0.066,0.017248461,0,1,,,
2410,15.506,15.6,Earth,0.363,Jupiter,0.123,0.044353183,0,1,,,
3774,15.04,1.6,Jupiter,0.214,Jupiter,0.08,0.022176592,0,1,,,
3774,15.04,1.6,Jupiter,0.25,Jupiter,0.106,0.033675566,0,1,,,
3774,15.04,8.15,Earth,0.248,Jupiter,0.138,0.052019164,0,1,,,
2481,15.819,5.82,Earth,0.203,Jupiter,0.069,0.019712524,0,1,,,
2481,15.819,5.39,Earth,2.18,Earth,0.127,0.048186176,0,1,,,
3016,15.541,8.1,Earth,0.247,Jupiter,0.122,0.04517454,0,1,,,
3016,15.541,8.1,Earth,0.247,Jupiter,0.182,0.08240931,0,1,,,
3016,15.541,8.1,Earth,0.247,Jupiter,0.404,0.27268994,0,1,,,
1238,15.406,5.27,Earth,2.15,Earth,0.08,0.02956879,0,1,,,
2735,15.778,7.51,Earth,0.236,Jupiter,0.089,0.028199865,0,1,,,
2735,15.778,10.2,Earth,0.283,Jupiter,0.13,0.0495551,0,1,,,
4532,16.012,14.3,Earth,0.345,Jupiter,0.064,0.015879534,0,1,,,
4532,16.012,3.2,Earth,2.15,Earth,0.105,0.03394935,0,1,,,
4532,16.012,6.8,Earth,0.223,Jupiter,0.139,0.051197812,0,1,,,
3433,15.699,9.22,Earth,0.267,Jupiter,0.092,0.027104722,0,1,,,
3348,15.178,5.27,Earth,2.15,Earth,0.045,0.009308693,0,1,,,
3348,15.178,6.71,Earth,0.221,Jupiter,0.064,0.015879534,0,1,,,
3348,15.178,6.12,Earth,0.21,Jupiter,0.096,0.029295003,0,1,,,
2545,15.652,7.32,Earth,0.233,Jupiter,0.034,0.006570842,0,1,,,
2545,15.652,25.2,Earth,0.483,Jupiter,0.066,0.018069815,0,1,,,
2545,15.652,21.7,Earth,0.442,Jupiter,0.16,0.06762492,0,1,,,
1879,15.49,15.5,Earth,0.362,Jupiter,0.103,0.03613963,0,1,,,
1879,15.49,12.7,Earth,0.322,Jupiter,0.193,0.092265576,0,1,,,
3269,15.378,8.25,Earth,0.25,Jupiter,0.079,0.022176592,0,1,,,
3269,15.378,7.75,Earth,0.241,Jupiter,0.217,0.1010267,0,1,,,
793,10.769,8.7,Earth,0.245,Jupiter,0.0685,0.016974675,0,1,,,
793,10.769,15.2,Earth,0.465,Jupiter,0.1101,0.034770705,0.01,1,,,
1036,13.738,5.39,Earth,2.18,Earth,0.088,0.028473647,0,1,,,
2462,15.435,7.61,Earth,0.238,Jupiter,0.12,0.045448326,0,1,,,
2462,15.435,6.66,Earth,0.22,Jupiter,0.242,0.12950034,0,1,,,
3073,13.15,11.1,Earth,0.297,Jupiter,0.249,0.11170431,0,1,,,
3073,13.15,8.4,Earth,0.252,Jupiter,0.566,0.3835729,0,1,,,
4176,15.47,7.41,Earth,0.235,Jupiter,0.127,0.046543464,0,1,,,
4176,15.47,6.76,Earth,0.222,Jupiter,0.236,0.118001364,0,1,,,
4176,15.47,7.22,Earth,0.231,Jupiter,0.319,0.1856263,0,1,,,
4472,15.787,6.71,Earth,0.221,Jupiter,0.071,0.018069815,0,1,,,
